Department,RC_Name,CST_NAME,CURRENT,PLANNED,VAR
Mixed Finance Conventional,Taylor / Wythe Consolidation,SECY,2 ,2 ,0 
Mixed Finance Conventional,Taylor / Wythe Consolidation,SUPV HSG CRTKR,1 ,1 ,0 
Mixed Finance Conventional,Taylor / Wythe Consolidation,SUPV HSG GDKPR,1 ,1 ,0 
Mixed Finance Conventional,Taylor / Wythe Consolidation Total,,22 ,31 ,(9)
Mixed Finance Conventional,Wise Towers Consolidated,AST HSG MGR,1 ,1 ,0 
Mixed Finance Conventional,Wise Towers Consolidated,AST RES BLDG SP,2 ,2 ,0 
Mixed Finance Conventional,Wise Towers Consolidated,CARETAKER HA,25 ,22 ,3 
Mixed Finance Conventional,Wise Towers Consolidated,HSG AST,3 ,2 ,1 
Mixed Finance Conventional,Wise Towers Consolidated,HSG MGR,1 ,1 ,0 
Mixed Finance Conventional,Wise Towers Consolidated,MAINT WORKER,6 ,5 ,1 
Mixed Finance Conventional,Wise Towers Consolidated,RES BLDG SUPT,1 ,1 ,0 
Mixed Finance Conventional,Wise Towers Consolidated,SECY,2 ,1 ,1 
Mixed Finance Conventional,Wise Towers Consolidated,SUPV HSG CRTKR,1 ,1 ,0 
Mixed Finance Conventional,Wise Towers Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Mixed Finance Conventional,Wise Towers Consolidated Total,,43 ,37 ,6 
Mixed Finance Conventional Total,,,400 ,388 ,12 
Next Generation Operations One,Brownsville,AST HSG MGR,1 ,1 ,0 
Next Generation Operations One,Brownsville,AST RES BLDG SP,2 ,2 ,0 
Next Generation Operations One,Brownsville,CARETAKER HA,25 ,25 ,0 
Next Generation Operations One,Brownsville,CLERICAL ASO,,1 ,(1)
Next Generation Operations One,Brownsville,HSG AST,3 ,3 ,0 
Next Generation Operations One,Brownsville,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Brownsville,MAINT WORKER,6 ,6 ,0 
Next Generation Operations One,Brownsville,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Brownsville,SECY,2 ,2 ,0 
Next Generation Operations One,Brownsville,SUPV HSG CRTKR,1 ,1 ,0 
Next Generation Operations One,Brownsville,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Brownsville Total,,43 ,44 ,(1)
Next Generation Operations One,East River,AST HSG MGR,1 ,,1 
Next Generation Operations One,East River,AST RES BLDG SP,1 ,1 ,0 
Next Generation Operations One,East River,CARETAKER HA,21 ,20 ,1 
Next Generation Operations One,East River,HSG AST,3 ,3 ,0 
Next Generation Operations One,East River,HSG MGR,1 ,1 ,0 
Next Generation Operations One,East River,MAINT WORKER,5 ,5 ,0 
Next Generation Operations One,East River,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,East River,SECY,2 ,2 ,0 
Next Generation Operations One,East River,SUPV HSG CRTKR,1 ,1 ,0 
Next Generation Operations One,East River,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,East River Total,,37 ,35 ,2 
Next Generation Operations One,Howard,AST RES BLDG SP,1 ,1 ,0 
Next Generation Operations One,Howard,CARETAKER HA,16 ,18 ,(2)
Next Generation Operations One,Howard,HSG AST,2 ,2 ,0 
Next Generation Operations One,Howard,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Howard,MAINT WORKER,4 ,4 ,0 
Next Generation Operations One,Howard,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Howard,SECY,2 ,2 ,0 
Next Generation Operations One,Howard,SUPV HSG CRTKR,1 ,1 ,0 
Next Generation Operations One,Howard,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Howard Total,,29 ,31 ,(2)
Next Generation Operations One,Hughes Apts,AST RES BLDG SP,1 ,1 ,0 
Next Generation Operations One,Hughes Apts,CARETAKER HA,13 ,15 ,(2)
Next Generation Operations One,Hughes Apts,HSG AST,2 ,2 ,0 
Next Generation Operations One,Hughes Apts,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Hughes Apts,MAINT WORKER,2 ,1 ,1 
Next Generation Operations One,Hughes Apts,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Hughes Apts,SECY,2 ,2 ,0 
Next Generation Operations One,Hughes Apts,SUPV HSG CRTKR,1 ,1 ,0 
Next Generation Operations One,Hughes Apts,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Hughes Apts Total,,24 ,25 ,(1)
Next Generation Operations One,Jefferson Consolidated,AST HSG MGR,1 ,1 ,0 
Next Generation Operations One,Jefferson Consolidated,AST RES BLDG SP,2 ,2 ,0 
Next Generation Operations One,Jefferson Consolidated,CARETAKER HA,30 ,28 ,2 
Next Generation Operations One,Jefferson Consolidated,HSG AST,4 ,3 ,1 
Next Generation Operations One,Jefferson Consolidated,HSG MGR,1 ,,1 
Next Generation Operations One,Jefferson Consolidated,MAINT WORKER,8 ,9 ,(1)
Next Generation Operations One,Jefferson Consolidated,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Jefferson Consolidated,SECY,2 ,1 ,1 
Next Generation Operations One,Jefferson Consolidated,SUPV HSG CRTKR,2 ,2 ,0 
Next Generation Operations One,Jefferson Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Jefferson Consolidated Total,,52 ,48 ,4 
Next Generation Operations One,Lincoln,AST HSG MGR,1 ,1 ,0 
Next Generation Operations One,Lincoln,AST RES BLDG SP,1 ,1 ,0 
Next Generation Operations One,Lincoln,CARETAKER HA,23 ,21 ,2 
Next Generation Operations One,Lincoln,HSG AST,3 ,3 ,0 
Next Generation Operations One,Lincoln,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Lincoln,MAINT WORKER,6 ,4 ,2 
Next Generation Operations One,Lincoln,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Lincoln,SECY,2 ,2 ,0 
Next Generation Operations One,Lincoln,SUPV HSG CRTKR,1 ,1 ,0 
Next Generation Operations One,Lincoln,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Lincoln Total,,40 ,36 ,4 
Next Generation Operations One,Melrose Consolidated,AST HSG MGR,1 ,1 ,0 
Next Generation Operations One,Melrose Consolidated,AST RES BLDG SP,1 ,1 ,0 
Next Generation Operations One,Melrose Consolidated,CARETAKER HA,22 ,24 ,(2)
Next Generation Operations One,Melrose Consolidated,HSG AST,3 ,3 ,0 
Next Generation Operations One,Melrose Consolidated,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Melrose Consolidated,MAINT WORKER,5 ,5 ,0 
Next Generation Operations One,Melrose Consolidated,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Melrose Consolidated,SECY,2 ,2 ,0 
Next Generation Operations One,Melrose Consolidated,SUPV HSG CRTKR,1 ,1 ,0 
Next Generation Operations One,Melrose Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Melrose Consolidated Total,,38 ,40 ,(2)
Next Generation Operations One,Mill Brook Consolidated,AST HSG MGR,1 ,1 ,0 
Next Generation Operations One,Mill Brook Consolidated,AST RES BLDG SP,2 ,1 ,1 
Next Generation Operations One,Mill Brook Consolidated,CARETAKER HA,25 ,24 ,1 
Next Generation Operations One,Mill Brook Consolidated,CLERICAL ASO,1 ,1 ,0 
Next Generation Operations One,Mill Brook Consolidated,HSG AST,3 ,2 ,1 
Next Generation Operations One,Mill Brook Consolidated,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Mill Brook Consolidated,MAINT WORKER,6 ,5 ,1 
Next Generation Operations One,Mill Brook Consolidated,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Mill Brook Consolidated,SECY,1 ,1 ,0 
Next Generation Operations One,Mill Brook Consolidated,SUPV HSG CRTKR,2 ,2 ,0 
Next Generation Operations One,Mill Brook Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Mill Brook Consolidated Total,,44 ,40 ,4 
Next Generation Operations One,Mitchel Consolidated,AST HSG MGR,1 ,2 ,(1)
Next Generation Operations One,Mitchel Consolidated,AST RES BLDG SP,2 ,2 ,0 
Next Generation Operations One,Mitchel Consolidated,CARETAKER HA,30 ,25 ,5 
Next Generation Operations One,Mitchel Consolidated,CHIEF CARETAKER,,1 ,(1)
Next Generation Operations One,Mitchel Consolidated,CLERICAL ASO,1 ,1 ,0 
Next Generation Operations One,Mitchel Consolidated,HSG AST,4 ,4 ,0 
Next Generation Operations One,Mitchel Consolidated,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Mitchel Consolidated,MAINT WORKER,8 ,7 ,1 
Next Generation Operations One,Mitchel Consolidated,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Mitchel Consolidated,SECY,1 ,1 ,0 
Next Generation Operations One,Mitchel Consolidated,SUPV HSG CRTKR,2 ,2 ,0 
Next Generation Operations One,Mitchel Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Mitchel Consolidated Total,,52 ,48 ,4 
Next Generation Operations One,Mott Haven,AST RES BLDG SP,1 ,,1 
Next Generation Operations One,Mott Haven,CARETAKER HA,19 ,20 ,(1)
Next Generation Operations One,Mott Haven,HSG AST,2 ,2 ,0 
Next Generation Operations One,Mott Haven,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Mott Haven,MAINT WORKER,4 ,4 ,0 
Next Generation Operations One,Mott Haven,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Mott Haven,SECY,2 ,2 ,0 
Next Generation Operations One,Mott Haven,SUPV HSG CRTKR,1 ,,1 
Next Generation Operations One,Mott Haven,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Mott Haven Total,,32 ,31 ,1 
Next Generation Operations One,Patterson,AST HSG MGR,2 ,2 ,0 
Next Generation Operations One,Patterson,AST RES BLDG SP,2 ,1 ,1 
Next Generation Operations One,Patterson,CARETAKER HA,31 ,28 ,3 
Next Generation Operations One,Patterson,HSG AST,4 ,3 ,1 
Next Generation Operations One,Patterson,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Patterson,MAINT WORKER,8 ,7 ,1 
Next Generation Operations One,Patterson,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Patterson,SECY,2 ,1 ,1 
Next Generation Operations One,Patterson,SUPV HSG CRTKR,2 ,2 ,0 
Next Generation Operations One,Patterson,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Patterson Total,,54 ,47 ,7 
Next Generation Operations One,Seth Low Consolidation,AST HSG MGR,,1 ,(1)
Next Generation Operations One,Seth Low Consolidation,AST RES BLDG SP,1 ,1 ,0 
Next Generation Operations One,Seth Low Consolidation,CARETAKER HA,18 ,15 ,3 
Next Generation Operations One,Seth Low Consolidation,HSG AST,2 ,2 ,0 
Next Generation Operations One,Seth Low Consolidation,HSG MGR,1 ,,1 
Next Generation Operations One,Seth Low Consolidation,MAINT WORKER,4 ,4 ,0 
Next Generation Operations One,Seth Low Consolidation,RES BLDG SUPT,1 ,,1 
Next Generation Operations One,Seth Low Consolidation,SECY,2 ,1 ,1 
Next Generation Operations One,Seth Low Consolidation,SUPV HSG CRTKR,1 ,1 ,0 
Next Generation Operations One,Seth Low Consolidation,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Seth Low Consolidation,ADM MGR-NM,,1 ,(1)
Next Generation Operations One,Seth Low Consolidation Total,,31 ,27 ,4 
Next Generation Operations One,Tilden,AST RES BLDG SP,1 ,,1 
Next Generation Operations One,Tilden,CARETAKER HA,19 ,18 ,1 
Next Generation Operations One,Tilden,HSG AST,2 ,2 ,0 
Next Generation Operations One,Tilden,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Tilden,MAINT WORKER,4 ,5 ,(1)
Next Generation Operations One,Tilden,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Tilden,SECY,2 ,2 ,0 
Next Generation Operations One,Tilden,SUPV HSG CRTKR,1 ,1 ,0 
Next Generation Operations One,Tilden,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Tilden Total,,32 ,31 ,1 
Next Generation Operations One,Unity Plaza Consolidated,AST HSG MGR,1 ,1 ,0 
Next Generation Operations One,Unity Plaza Consolidated,AST RES BLDG SP,1 ,1 ,0 
Next Generation Operations One,Unity Plaza Consolidated,CARETAKER HA,19 ,21 ,(2)
Next Generation Operations One,Unity Plaza Consolidated,CLERICAL ASO,1 ,,1 
Next Generation Operations One,Unity Plaza Consolidated,HSG AST,3 ,3 ,0 
Next Generation Operations One,Unity Plaza Consolidated,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Unity Plaza Consolidated,MAINT WORKER,4 ,5 ,(1)
Next Generation Operations One,Unity Plaza Consolidated,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Unity Plaza Consolidated,SECY,1 ,1 ,0 
Next Generation Operations One,Unity Plaza Consolidated,SUPV HSG CRTKR,1 ,1 ,0 
Next Generation Operations One,Unity Plaza Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Unity Plaza Consolidated Total,,34 ,36 ,(2)
Next Generation Operations One,Van Dyke I,AST HSG MGR,1 ,1 ,0 
Next Generation Operations One,Van Dyke I,AST RES BLDG SP,2 ,2 ,0 
Next Generation Operations One,Van Dyke I,CARETAKER HA,29 ,28 ,1 
Next Generation Operations One,Van Dyke I,CITY ATTENDANT,1 ,1 ,0 
Next Generation Operations One,Van Dyke I,HSG AST,4 ,4 ,0 
Next Generation Operations One,Van Dyke I,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Van Dyke I,MAINT WORKER,7 ,7 ,0 
Next Generation Operations One,Van Dyke I,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Van Dyke I,SECY,2 ,2 ,0 
Next Generation Operations One,Van Dyke I,SUPV HSG CRTKR,2 ,2 ,0 
Next Generation Operations One,Van Dyke I,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Van Dyke I Total,,51 ,50 ,1 
Next Generation Operations One,Wagner Consolidated,AST HSG MGR,2 ,2 ,0 
Next Generation Operations One,Wagner Consolidated,AST RES BLDG SP,2 ,2 ,0 
Next Generation Operations One,Wagner Consolidated,CARETAKER HA,38 ,36 ,2 
Next Generation Operations One,Wagner Consolidated,HSG AST,5 ,3 ,2 
Next Generation Operations One,Wagner Consolidated,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Wagner Consolidated,MAINT WORKER,9 ,8 ,1 
Next Generation Operations One,Wagner Consolidated,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Wagner Consolidated,SECY,3 ,2 ,1 
Next Generation Operations One,Wagner Consolidated,SUPV HSG CRTKR,2 ,2 ,0 
Next Generation Operations One,Wagner Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Wagner Consolidated Total,,64 ,58 ,6 
Next Generation Operations One,Wilson Consolidated,AST RES BLDG SP,1 ,1 ,0 
Next Generation Operations One,Wilson Consolidated,CARETAKER HA,17 ,18 ,(1)
Next Generation Operations One,Wilson Consolidated,HSG AST,2 ,2 ,0 
Next Generation Operations One,Wilson Consolidated,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Wilson Consolidated,MAINT WORKER,4 ,3 ,1 
Next Generation Operations One,Wilson Consolidated,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Wilson Consolidated,SECY,2 ,2 ,0 
Next Generation Operations One,Wilson Consolidated,SUPV HSG CRTKR,1 ,1 ,0 
Next Generation Operations One,Wilson Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Wilson Consolidated Total,,30 ,30 ,0 
Next Generation Operations One,Woodson Consolidated,AST RES BLDG SP,1 ,1 ,0 
Next Generation Operations One,Woodson Consolidated,CARETAKER HA,13 ,13 ,0 
Next Generation Operations One,Woodson Consolidated,HSG AST,2 ,2 ,0 
Next Generation Operations One,Woodson Consolidated,HSG MGR,1 ,1 ,0 
Next Generation Operations One,Woodson Consolidated,MAINT WORKER,2 ,2 ,0 
Next Generation Operations One,Woodson Consolidated,RES BLDG SUPT,1 ,1 ,0 
Next Generation Operations One,Woodson Consolidated,SECY,2 ,2 ,0 
Next Generation Operations One,Woodson Consolidated,SUPV HSG CRTKR,1 ,1 ,0 
Next Generation Operations One,Woodson Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Next Generation Operations One,Woodson Consolidated Total,,24 ,24 ,0 
Next Generation Operations One Total,,,711 ,681 ,30 
Non-Tax Credit LLC,Linden,AST HSG MGR,1 ,1 ,0 
Non-Tax Credit LLC,Linden,AST RES BLDG SP,2 ,2 ,0 
Non-Tax Credit LLC,Linden,CARETAKER HA,29 ,29 ,0 
Non-Tax Credit LLC,Linden,HSG AST,4 ,4 ,0 
Non-Tax Credit LLC,Linden,HSG MGR,1 ,1 ,0 
Non-Tax Credit LLC,Linden,MAINT WORKER,7 ,6 ,1 
Non-Tax Credit LLC,Linden,RES BLDG SUPT,1 ,1 ,0 
Non-Tax Credit LLC,Linden,SECY,2 ,2 ,0 
Non-Tax Credit LLC,Linden,SUPV HSG CRTKR,1 ,1 ,0 
Non-Tax Credit LLC,Linden,SUPV HSG GDKPR,1 ,1 ,0 
Non-Tax Credit LLC,Linden Total,,49 ,48 ,1 
Non-Tax Credit LLC,Wise Towers,CARETAKER HA,,1 ,(1)
Non-Tax Credit LLC,Wise Towers Total,,,1 ,(1)
Non-Tax Credit LLC,Williams Plaza,RES BLDG SUPT,,1 ,(1)
Non-Tax Credit LLC,Williams Plaza Total,,,1 ,(1)
Non-Tax Credit LLC Total,,,49 ,50 ,(1)
Queens\Staten Island Property Management,Astoria,AST HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Astoria,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,Astoria,CARETAKER HA,22 ,22 ,0 
Queens\Staten Island Property Management,Astoria,HSG AST,3 ,3 ,0 
Queens\Staten Island Property Management,Astoria,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Astoria,MAINT WORKER,5 ,4 ,1 
Queens\Staten Island Property Management,Astoria,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,Astoria,SECY,2 ,1 ,1 
Queens\Staten Island Property Management,Astoria,SUPV HSG CRTKR,1 ,1 ,0 
Queens\Staten Island Property Management,Astoria,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,Astoria Total,,38 ,36 ,2 
Queens\Staten Island Property Management,Baisley Park Consolidated,AST HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Baisley Park Consolidated,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,Baisley Park Consolidated,CARETAKER HA,21 ,21 ,0 
Queens\Staten Island Property Management,Baisley Park Consolidated,HSG AST,3 ,3 ,0 
Queens\Staten Island Property Management,Baisley Park Consolidated,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Baisley Park Consolidated,MAINT WORKER,5 ,5 ,0 
Queens\Staten Island Property Management,Baisley Park Consolidated,RES BLDG SUPT,1 ,,1 
Queens\Staten Island Property Management,Baisley Park Consolidated,SECY,2 ,2 ,0 
Queens\Staten Island Property Management,Baisley Park Consolidated,SUPV HSG CRTKR,1 ,1 ,0 
Queens\Staten Island Property Management,Baisley Park Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,Baisley Park Consolidated Total,,37 ,36 ,1 
Queens\Staten Island Property Management,Beach 41st Street Consolidation,AST HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Beach 41st Street Consolidation,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,Beach 41st Street Consolidation,CARETAKER HA,22 ,23 ,(1)
Queens\Staten Island Property Management,Beach 41st Street Consolidation,HSG AST,3 ,4 ,(1)
Queens\Staten Island Property Management,Beach 41st Street Consolidation,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Beach 41st Street Consolidation,MAINT WORKER,5 ,5 ,0 
Queens\Staten Island Property Management,Beach 41st Street Consolidation,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,Beach 41st Street Consolidation,SECY,2 ,2 ,0 
Queens\Staten Island Property Management,Beach 41st Street Consolidation,SUPV HSG CRTKR,1 ,1 ,0 
Queens\Staten Island Property Management,Beach 41st Street Consolidation,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,Beach 41st Street Consolidation Total,,38 ,40 ,(2)
Queens\Staten Island Property Management,Berry,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,Berry,CARETAKER HA,13 ,14 ,(1)
Queens\Staten Island Property Management,Berry,HSG AST,2 ,2 ,0 
Queens\Staten Island Property Management,Berry,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Berry,MAINT WORKER,2 ,2 ,0 
Queens\Staten Island Property Management,Berry,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,Berry,SECY,2 ,2 ,0 
Queens\Staten Island Property Management,Berry,SUPV HSG CRTKR,1 ,1 ,0 
Queens\Staten Island Property Management,Berry,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,Berry Total,,24 ,25 ,(1)
Queens\Staten Island Property Management,Hammel Consolidated,AST HSG MGR,,1 ,(1)
Queens\Staten Island Property Management,Hammel Consolidated,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,Hammel Consolidated,CARETAKER HA,17 ,20 ,(3)
Queens\Staten Island Property Management,Hammel Consolidated,HSG AST,2 ,2 ,0 
Queens\Staten Island Property Management,Hammel Consolidated,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Hammel Consolidated,MAINT WORKER,4 ,4 ,0 
Queens\Staten Island Property Management,Hammel Consolidated,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,Hammel Consolidated,SECY,2 ,2 ,0 
Queens\Staten Island Property Management,Hammel Consolidated,SUPV HSG CRTKR,1 ,1 ,0 
Queens\Staten Island Property Management,Hammel Consolidated,SUPV HSG GDKPR,1 ,,1 
Queens\Staten Island Property Management,Hammel Consolidated Total,,30 ,33 ,(3)
Queens\Staten Island Property Management,Latimer Gardens Consolidated,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,Latimer Gardens Consolidated,CARETAKER HA,18 ,19 ,(1)
Queens\Staten Island Property Management,Latimer Gardens Consolidated,HSG AST,2 ,2 ,0 
Queens\Staten Island Property Management,Latimer Gardens Consolidated,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Latimer Gardens Consolidated,MAINT WORKER,4 ,4 ,0 
Queens\Staten Island Property Management,Latimer Gardens Consolidated,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,Latimer Gardens Consolidated,SECY,2 ,2 ,0 
Queens\Staten Island Property Management,Latimer Gardens Consolidated,SUPV HSG CRTKR,1 ,1 ,0 
Queens\Staten Island Property Management,Latimer Gardens Consolidated,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,Latimer Gardens Consolidated Total,,31 ,32 ,(1)
Queens\Staten Island Property Management,Mariner's Harbor,AST RES BLDG SP,1 ,1 ,0 
Queens\Staten Island Property Management,Mariner's Harbor,CARETAKER HA,14 ,15 ,(1)
Queens\Staten Island Property Management,Mariner's Harbor,CLERICAL ASO,1 ,1 ,0 
Queens\Staten Island Property Management,Mariner's Harbor,HSG AST,2 ,2 ,0 
Queens\Staten Island Property Management,Mariner's Harbor,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Mariner's Harbor,MAINT WORKER,3 ,2 ,1 
Queens\Staten Island Property Management,Mariner's Harbor,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,Mariner's Harbor,SECY,1 ,1 ,0 
Queens\Staten Island Property Management,Mariner's Harbor,SUPV HSG CRTKR,1 ,1 ,0 
Queens\Staten Island Property Management,Mariner's Harbor,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,Mariner's Harbor Total,,26 ,26 ,0 
Queens\Staten Island Property Management,Pomonok,AST HSG MGR,2 ,2 ,0 
Queens\Staten Island Property Management,Pomonok,AST RES BLDG SP,2 ,2 ,0 
Queens\Staten Island Property Management,Pomonok,CARETAKER HA,37 ,39 ,(2)
Queens\Staten Island Property Management,Pomonok,HSG AST,5 ,5 ,0 
Queens\Staten Island Property Management,Pomonok,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Pomonok,MAINT WORKER,9 ,8 ,1 
Queens\Staten Island Property Management,Pomonok,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,Pomonok,SECY,3 ,3 ,0 
Queens\Staten Island Property Management,Pomonok,SUPV HSG CRTKR,2 ,2 ,0 
Queens\Staten Island Property Management,Pomonok,SUPV HSG GDKPR,1 ,2 ,(1)
Queens\Staten Island Property Management,Pomonok Total,,63 ,65 ,(2)
Queens\Staten Island Property Management,Queensbridge North,AST HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Queensbridge North,AST RES BLDG SP,2 ,1 ,1 
Queens\Staten Island Property Management,Queensbridge North,CARETAKER HA,28 ,25 ,3 
Queens\Staten Island Property Management,Queensbridge North,CLERICAL ASO,1 ,1 ,0 
Queens\Staten Island Property Management,Queensbridge North,HSG AST,4 ,3 ,1 
Queens\Staten Island Property Management,Queensbridge North,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Queensbridge North,MAINT WORKER,7 ,6 ,1 
Queens\Staten Island Property Management,Queensbridge North,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,Queensbridge North,SECY,1 ,1 ,0 
Queens\Staten Island Property Management,Queensbridge North,SUPV HSG CRTKR,1 ,2 ,(1)
Queens\Staten Island Property Management,Queensbridge North,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,Queensbridge North Total,,48 ,43 ,5 
Queens\Staten Island Property Management,Queensbridge South,AST HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Queensbridge South,AST RES BLDG SP,2 ,2 ,0 
Queens\Staten Island Property Management,Queensbridge South,CARETAKER HA,30 ,26 ,4 
Queens\Staten Island Property Management,Queensbridge South,HSG AST,4 ,4 ,0 
Queens\Staten Island Property Management,Queensbridge South,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Queensbridge South,MAINT WORKER,7 ,6 ,1 
Queens\Staten Island Property Management,Queensbridge South,RES BLDG SUPT,1 ,,1 
Queens\Staten Island Property Management,Queensbridge South,SECY,2 ,2 ,0 
Queens\Staten Island Property Management,Queensbridge South,SUPV HSG CRTKR,2 ,2 ,0 
Queens\Staten Island Property Management,Queensbridge South,SUPV HSG GDKPR,1 ,1 ,0 
Queens\Staten Island Property Management,Queensbridge South Total,,51 ,45 ,6 
Queens\Staten Island Property Management,Ravenswood,AST HSG MGR,2 ,2 ,0 
Queens\Staten Island Property Management,Ravenswood,AST RES BLDG SP,2 ,2 ,0 
Queens\Staten Island Property Management,Ravenswood,CARETAKER HA,39 ,40 ,(1)
Queens\Staten Island Property Management,Ravenswood,HSG AST,5 ,4 ,1 
Queens\Staten Island Property Management,Ravenswood,HSG MGR,1 ,1 ,0 
Queens\Staten Island Property Management,Ravenswood,MAINT WORKER,9 ,10 ,(1)
Queens\Staten Island Property Management,Ravenswood,RES BLDG SUPT,1 ,1 ,0 
Queens\Staten Island Property Management,Ravenswood,SECY,3 ,3 ,0 
Queens\Staten Island Property Management,Ravenswood,SUPV HSG CRTKR,2 ,2 ,0 
Queens\Staten Island Property Management,Ravenswood,SUPV HSG GDKPR,1 ,1 ,0 
