,CONS,ROLE,ACTUAL,BUDGETED,CONS_TDS,CONS_NAME,TITLE_NAME,CODE_KEY,CODE_NAME
1228,Richmond Terrace Consolidated,CARETAKER HA_G,1,1,117,RICHMOND TERRACE CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1229,Richmond Terrace Consolidated,CARETAKER HA_X,3,4,117,RICHMOND TERRACE CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1230,Richmond Terrace Consolidated,HSG AST,2,2,117,RICHMOND TERRACE CONSOLIDATED,HSG AST,4.0,HA
1231,Richmond Terrace Consolidated,HSG MGR,0,1,117,RICHMOND TERRACE CONSOLIDATED,HSG MGR,1.0,PM
1232,Richmond Terrace Consolidated,MAINT WORKER,4,4,117,RICHMOND TERRACE CONSOLIDATED,MAINT WORKER,9.0,MW
1233,Richmond Terrace Consolidated,RES BLDG SUPT,1,1,117,RICHMOND TERRACE CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1234,Richmond Terrace Consolidated,SECY,1,2,117,RICHMOND TERRACE CONSOLIDATED,SECY,3.0,SEC
1235,Richmond Terrace Consolidated,SUPV HSG CRTKR,1,1,117,RICHMOND TERRACE CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1236,Richmond Terrace Consolidated,SUPV HSG GDKPR,1,1,117,RICHMOND TERRACE CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1237,Riis Consolidated,AST HSG MGR,0,1,018,RIIS CONSOLIDATED,AST HSG MGR,2.0,APM
1238,Riis Consolidated,AST RES BLDG SP,2,2,018,RIIS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1239,Riis Consolidated,CARETAKER HA,24,26,018,RIIS CONSOLIDATED,CARETAKER HA,10.0,CTJ
1240,Riis Consolidated,CARETAKER HA_G,1,1,018,RIIS CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1241,Riis Consolidated,CARETAKER HA_X,5,3,018,RIIS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1242,Riis Consolidated,HSG AST,4,4,018,RIIS CONSOLIDATED,HSG AST,4.0,HA
1243,Riis Consolidated,HSG MGR,1,1,018,RIIS CONSOLIDATED,HSG MGR,1.0,PM
1244,Riis Consolidated,MAINT WORKER,8,8,018,RIIS CONSOLIDATED,MAINT WORKER,9.0,MW
1245,Riis Consolidated,RES BLDG SUPT,1,1,018,RIIS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1246,Riis Consolidated,SECY,2,2,018,RIIS CONSOLIDATED,SECY,3.0,SEC
1247,Riis Consolidated,SUPV HSG CRTKR,1,2,018,RIIS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1248,Riis Consolidated,SUPV HSG GDKPR,1,1,018,RIIS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1249,Roosevelt Consolidated,AST HSG MGR,1,1,135,ROOSEVELT CONSOLIDATED,AST HSG MGR,2.0,APM
1250,Roosevelt Consolidated,AST RES BLDG SP,1,1,135,ROOSEVELT CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1251,Roosevelt Consolidated,CARETAKER HA,13,13,135,ROOSEVELT CONSOLIDATED,CARETAKER HA,10.0,CTJ
1252,Roosevelt Consolidated,CARETAKER HA_G,1,0,135,ROOSEVELT CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1253,Roosevelt Consolidated,CARETAKER HA_X,7,7,135,ROOSEVELT CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1254,Roosevelt Consolidated,HSG AST,3,3,135,ROOSEVELT CONSOLIDATED,HSG AST,4.0,HA
1255,Roosevelt Consolidated,HSG MGR,1,1,135,ROOSEVELT CONSOLIDATED,HSG MGR,1.0,PM
1256,Roosevelt Consolidated,MAINT WORKER,5,5,135,ROOSEVELT CONSOLIDATED,MAINT WORKER,9.0,MW
1257,Roosevelt Consolidated,RES BLDG SUPT,1,1,135,ROOSEVELT CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1258,Roosevelt Consolidated,SECY,2,2,135,ROOSEVELT CONSOLIDATED,SECY,3.0,SEC
1259,Roosevelt Consolidated,SUPV HSG CRTKR,0,1,135,ROOSEVELT CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1260,Roosevelt Consolidated,SUPV HSG GDKPR,1,1,135,ROOSEVELT CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1261,Sack Wern Consolidated,AST RES BLDG SP,1,1,280,SACK WERN CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1262,Sack Wern Consolidated,CARETAKER HA,12,12,280,SACK WERN CONSOLIDATED,CARETAKER HA,10.0,CTJ
1263,Sack Wern Consolidated,CARETAKER HA_G,2,2,280,SACK WERN CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1264,Sack Wern Consolidated,CARETAKER HA_X,2,3,280,SACK WERN CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1265,Sack Wern Consolidated,CHIEF CARETAKER,1,0,280,SACK WERN CONSOLIDATED,CHIEF CARETAKER,12.0,CTX
1266,Sack Wern Consolidated,HSG AST,2,2,280,SACK WERN CONSOLIDATED,HSG AST,4.0,HA
1267,Sack Wern Consolidated,HSG MGR,1,1,280,SACK WERN CONSOLIDATED,HSG MGR,1.0,PM
1268,Sack Wern Consolidated,MAINT WORKER,4,4,280,SACK WERN CONSOLIDATED,MAINT WORKER,9.0,MW
1269,Sack Wern Consolidated,RES BLDG SUPT,1,1,280,SACK WERN CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1270,Sack Wern Consolidated,SECY,2,2,280,SACK WERN CONSOLIDATED,SECY,3.0,SEC
1271,Sack Wern Consolidated,SUPV HSG CRTKR,1,1,280,SACK WERN CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1272,Sack Wern Consolidated,SUPV HSG GDKPR,1,1,280,SACK WERN CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1273,Saint Mary's Park Consolidated,AST HSG MGR,1,1,093,SAINT MARY'S PARK CONSOLIDATED,AST HSG MGR,2.0,APM
1274,Saint Mary's Park Consolidated,AST RES BLDG SP,2,2,093,SAINT MARY'S PARK CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1275,Saint Mary's Park Consolidated,CARETAKER HA,29,22,093,SAINT MARY'S PARK CONSOLIDATED,CARETAKER HA,10.0,CTJ
1276,Saint Mary's Park Consolidated,CARETAKER HA_G,0,1,093,SAINT MARY'S PARK CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1277,Saint Mary's Park Consolidated,CARETAKER HA_X,4,4,093,SAINT MARY'S PARK CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1278,Saint Mary's Park Consolidated,HSG AST,5,4,093,SAINT MARY'S PARK CONSOLIDATED,HSG AST,4.0,HA
1279,Saint Mary's Park Consolidated,HSG MGR,1,1,093,SAINT MARY'S PARK CONSOLIDATED,HSG MGR,1.0,PM
1280,Saint Mary's Park Consolidated,MAINT WORKER,6,6,093,SAINT MARY'S PARK CONSOLIDATED,MAINT WORKER,9.0,MW
1281,Saint Mary's Park Consolidated,RES BLDG SUPT,1,1,093,SAINT MARY'S PARK CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1282,Saint Mary's Park Consolidated,SECY,1,2,093,SAINT MARY'S PARK CONSOLIDATED,SECY,3.0,SEC
1283,Saint Mary's Park Consolidated,SUPV HSG CRTKR,0,1,093,SAINT MARY'S PARK CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1284,Saint Mary's Park Consolidated,SUPV HSG GDKPR,1,1,093,SAINT MARY'S PARK CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1285,Saint Nicholas,AST HSG MGR,1,1,038,SAINT NICHOLAS,AST HSG MGR,2.0,APM
1286,Saint Nicholas,AST RES BLDG SP,1,2,038,SAINT NICHOLAS,AST RES BLDG SP,6.0,ASUPER
1287,Saint Nicholas,CARETAKER HA,21,20,038,SAINT NICHOLAS,CARETAKER HA,10.0,CTJ
1288,Saint Nicholas,CARETAKER HA_G,1,1,038,SAINT NICHOLAS,CARETAKER HA_G,13.0,CTG
1289,Saint Nicholas,CARETAKER HA_X,5,5,038,SAINT NICHOLAS,CARETAKER HA_X,12.0,CTX
1290,Saint Nicholas,HSG AST,4,4,038,SAINT NICHOLAS,HSG AST,4.0,HA
1291,Saint Nicholas,HSG MGR,1,1,038,SAINT NICHOLAS,HSG MGR,1.0,PM
1292,Saint Nicholas,MAINT WORKER,7,7,038,SAINT NICHOLAS,MAINT WORKER,9.0,MW
1293,Saint Nicholas,RES BLDG SUPT,1,1,038,SAINT NICHOLAS,RES BLDG SUPT,5.0,SUPER
1294,Saint Nicholas,SECY,2,2,038,SAINT NICHOLAS,SECY,3.0,SEC
1295,Saint Nicholas,SUPV HSG CRTKR,1,1,038,SAINT NICHOLAS,SUPV HSG CRTKR,7.0,SOC
1296,Saint Nicholas,SUPV HSG GDKPR,1,1,038,SAINT NICHOLAS,SUPV HSG GDKPR,8.0,SOG
1297,Sedgwick Consolidated,AST RES BLDG SP,1,1,045,SEDGWICK CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1298,Sedgwick Consolidated,CARETAKER HA,13,14,045,SEDGWICK CONSOLIDATED,CARETAKER HA,10.0,CTJ
1299,Sedgwick Consolidated,CARETAKER HA_G,0,1,045,SEDGWICK CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1300,Sedgwick Consolidated,CARETAKER HA_X,3,3,045,SEDGWICK CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1301,Sedgwick Consolidated,CHIEF CARETAKER,1,0,045,SEDGWICK CONSOLIDATED,CHIEF CARETAKER,12.0,CTX
1302,Sedgwick Consolidated,HSG AST,2,2,045,SEDGWICK CONSOLIDATED,HSG AST,4.0,HA
1303,Sedgwick Consolidated,HSG MGR,1,1,045,SEDGWICK CONSOLIDATED,HSG MGR,1.0,PM
1304,Sedgwick Consolidated,MAINT WORKER,5,4,045,SEDGWICK CONSOLIDATED,MAINT WORKER,9.0,MW
1305,Sedgwick Consolidated,RES BLDG SUPT,1,1,045,SEDGWICK CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1306,Sedgwick Consolidated,SECY,2,2,045,SEDGWICK CONSOLIDATED,SECY,3.0,SEC
1307,Sedgwick Consolidated,SUPV HSG CRTKR,1,1,045,SEDGWICK CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1308,Sedgwick Consolidated,SUPV HSG GDKPR,1,1,045,SEDGWICK CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1309,Seth Low Consolidation,ADM MGR-NM,1,0,169,SETH LOW CONSOLIDATED,ADM MGR-NM,1.0,PM
1310,Seth Low Consolidation,AST HSG MGR,1,0,169,SETH LOW CONSOLIDATED,AST HSG MGR,2.0,APM
1311,Seth Low Consolidation,AST RES BLDG SP,0,1,169,SETH LOW CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1312,Seth Low Consolidation,CARETAKER HA,14,13,169,SETH LOW CONSOLIDATED,CARETAKER HA,10.0,CTJ
1313,Seth Low Consolidation,CARETAKER HA_G,1,1,169,SETH LOW CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1314,Seth Low Consolidation,CARETAKER HA_X,4,4,169,SETH LOW CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1315,Seth Low Consolidation,HSG AST,2,2,169,SETH LOW CONSOLIDATED,HSG AST,4.0,HA
1316,Seth Low Consolidation,HSG MGR,0,1,169,SETH LOW CONSOLIDATED,HSG MGR,1.0,PM
1317,Seth Low Consolidation,MAINT WORKER,5,4,169,SETH LOW CONSOLIDATED,MAINT WORKER,9.0,MW
1318,Seth Low Consolidation,RES BLDG SUPT,1,1,169,SETH LOW CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1319,Seth Low Consolidation,SECY,1,2,169,SETH LOW CONSOLIDATED,SECY,3.0,SEC
1320,Seth Low Consolidation,SUPV HSG CRTKR,1,1,169,SETH LOW CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1321,Seth Low Consolidation,SUPV HSG GDKPR,1,1,169,SETH LOW CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1322,Sheepshead Bay Consolidated,AST HSG MGR,2,2,036,SHEEPSHEAD BAY CONSOLIDATED,AST HSG MGR,2.0,APM
1323,Sheepshead Bay Consolidated,AST RES BLDG SP,2,2,036,SHEEPSHEAD BAY CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1324,Sheepshead Bay Consolidated,CARETAKER HA,26,25,036,SHEEPSHEAD BAY CONSOLIDATED,CARETAKER HA,10.0,CTJ
1325,Sheepshead Bay Consolidated,CARETAKER HA_G,2,3,036,SHEEPSHEAD BAY CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1326,Sheepshead Bay Consolidated,CARETAKER HA_X,9,9,036,SHEEPSHEAD BAY CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1327,Sheepshead Bay Consolidated,CLERICAL ASO,1,1,036,SHEEPSHEAD BAY CONSOLIDATED,CLERICAL ASO,3.0,SEC
1328,Sheepshead Bay Consolidated,HSG AST,6,6,036,SHEEPSHEAD BAY CONSOLIDATED,HSG AST,4.0,HA
1329,Sheepshead Bay Consolidated,HSG MGR,1,1,036,SHEEPSHEAD BAY CONSOLIDATED,HSG MGR,1.0,PM
1330,Sheepshead Bay Consolidated,MAINT WORKER,9,9,036,SHEEPSHEAD BAY CONSOLIDATED,MAINT WORKER,9.0,MW
1331,Sheepshead Bay Consolidated,RES BLDG SUPT,1,1,036,SHEEPSHEAD BAY CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1332,Sheepshead Bay Consolidated,SECY,2,2,036,SHEEPSHEAD BAY CONSOLIDATED,SECY,3.0,SEC
1333,Sheepshead Bay Consolidated,SUPV HSG CRTKR,2,2,036,SHEEPSHEAD BAY CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1334,Sheepshead Bay Consolidated,SUPV HSG GDKPR,1,1,036,SHEEPSHEAD BAY CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1335,Smith,AST HSG MGR,2,2,027,SMITH,AST HSG MGR,2.0,APM
1336,Smith,AST RES BLDG SP,2,2,027,SMITH,AST RES BLDG SP,6.0,ASUPER
1337,Smith,CARETAKER HA,25,26,027,SMITH,CARETAKER HA,10.0,CTJ
1338,Smith,CARETAKER HA_G,2,2,027,SMITH,CARETAKER HA_G,13.0,CTG
1339,Smith,CARETAKER HA_X,9,6,027,SMITH,CARETAKER HA_X,12.0,CTX
1340,Smith,CLERICAL ASO,1,1,027,SMITH,CLERICAL ASO,3.0,SEC
1341,Smith,HSG AST,5,5,027,SMITH,HSG AST,4.0,HA
1342,Smith,HSG MGR,1,1,027,SMITH,HSG MGR,1.0,PM
1343,Smith,MAINT WORKER,9,9,027,SMITH,MAINT WORKER,9.0,MW
1344,Smith,RES BLDG SUPT,1,1,027,SMITH,RES BLDG SUPT,5.0,SUPER
1345,Smith,SECY,1,1,027,SMITH,SECY,3.0,SEC
1346,Smith,SUPV HSG CRTKR,2,2,027,SMITH,SUPV HSG CRTKR,7.0,SOC
1347,Smith,SUPV HSG GDKPR,1,1,027,SMITH,SUPV HSG GDKPR,8.0,SOG
1348,Soundview,AST HSG MGR,1,1,071,SOUNDVIEW,AST HSG MGR,2.0,APM
1349,Soundview,AST RES BLDG SP,1,1,071,SOUNDVIEW,AST RES BLDG SP,6.0,ASUPER
1350,Soundview,CARETAKER HA,19,19,071,SOUNDVIEW,CARETAKER HA,10.0,CTJ
1351,Soundview,CARETAKER HA_G,2,2,071,SOUNDVIEW,CARETAKER HA_G,13.0,CTG
1352,Soundview,CARETAKER HA_X,3,4,071,SOUNDVIEW,CARETAKER HA_X,12.0,CTX
1353,Soundview,HSG AST,2,2,071,SOUNDVIEW,HSG AST,4.0,HA
1354,Soundview,HSG AST BILINGL,1,1,071,SOUNDVIEW,HSG AST BILINGL,4.0,HA
1355,Soundview,HSG MGR,1,1,071,SOUNDVIEW,HSG MGR,1.0,PM
1356,Soundview,MAINT WORKER,5,5,071,SOUNDVIEW,MAINT WORKER,9.0,MW
1357,Soundview,RES BLDG SUPT,1,1,071,SOUNDVIEW,RES BLDG SUPT,5.0,SUPER
1358,Soundview,SECY,2,2,071,SOUNDVIEW,SECY,3.0,SEC
1359,Soundview,SUPV HSG CRTKR,2,1,071,SOUNDVIEW,SUPV HSG CRTKR,7.0,SOC
1360,Soundview,SUPV HSG GDKPR,1,1,071,SOUNDVIEW,SUPV HSG GDKPR,8.0,SOG
1361,South Beach Consolidated,AST RES BLDG SP,1,1,035,SOUTH BEACH CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1362,South Beach Consolidated,CARETAKER HA,10,10,035,SOUTH BEACH CONSOLIDATED,CARETAKER HA,10.0,CTJ
1363,South Beach Consolidated,CARETAKER HA_X,3,4,035,SOUTH BEACH CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1364,South Beach Consolidated,HSG AST,3,3,035,SOUTH BEACH CONSOLIDATED,HSG AST,4.0,HA
1365,South Beach Consolidated,HSG MGR,1,1,035,SOUTH BEACH CONSOLIDATED,HSG MGR,1.0,PM
1366,South Beach Consolidated,MAINT WORKER,3,3,035,SOUTH BEACH CONSOLIDATED,MAINT WORKER,9.0,MW
1367,South Beach Consolidated,RES BLDG SUPT,0,1,035,SOUTH BEACH CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1368,South Beach Consolidated,SECY,2,2,035,SOUTH BEACH CONSOLIDATED,SECY,3.0,SEC
1369,South Beach Consolidated,SUPV HSG CRTKR,1,1,035,SOUTH BEACH CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1370,South Beach Consolidated,SUPV HSG GDKPR,1,1,035,SOUTH BEACH CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1371,South Jamaica Consolidated,AST HSG MGR,1,1,008,SOUTH JAMAICA CONSOLIDATED,AST HSG MGR,2.0,APM
1372,South Jamaica Consolidated,AST RES BLDG SP,0,1,008,SOUTH JAMAICA CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1373,South Jamaica Consolidated,CARETAKER HA,14,14,008,SOUTH JAMAICA CONSOLIDATED,CARETAKER HA,10.0,CTJ
1374,South Jamaica Consolidated,CARETAKER HA_G,4,2,008,SOUTH JAMAICA CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1375,South Jamaica Consolidated,CARETAKER HA_X,4,4,008,SOUTH JAMAICA CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1376,South Jamaica Consolidated,HSG AST,2,3,008,SOUTH JAMAICA CONSOLIDATED,HSG AST,4.0,HA
1377,South Jamaica Consolidated,HSG MGR,1,1,008,SOUTH JAMAICA CONSOLIDATED,HSG MGR,1.0,PM
1378,South Jamaica Consolidated,MAINT WORKER,4,5,008,SOUTH JAMAICA CONSOLIDATED,MAINT WORKER,9.0,MW
1379,South Jamaica Consolidated,RES BLDG SUPT,0,1,008,SOUTH JAMAICA CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1380,South Jamaica Consolidated,SECY,2,2,008,SOUTH JAMAICA CONSOLIDATED,SECY,3.0,SEC
1381,South Jamaica Consolidated,SUPV HSG CRTKR,1,1,008,SOUTH JAMAICA CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1382,South Jamaica Consolidated,SUPV HSG GDKPR,1,1,008,SOUTH JAMAICA CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1383,Straus Consolidated,AST RES BLDG SP,1,1,153,STRAUS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1384,Straus Consolidated,CARETAKER HA,9,6,153,STRAUS CONSOLIDATED,CARETAKER HA,10.0,CTJ
1385,Straus Consolidated,CARETAKER HA_X,2,4,153,STRAUS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1386,Straus Consolidated,HSG AST,0,2,153,STRAUS CONSOLIDATED,HSG AST,4.0,HA
1387,Straus Consolidated,HSG MGR,0,1,153,STRAUS CONSOLIDATED,HSG MGR,1.0,PM
1388,Straus Consolidated,MAINT WORKER,2,2,153,STRAUS CONSOLIDATED,MAINT WORKER,9.0,MW
1389,Straus Consolidated,RES BLDG SUPT,0,1,153,STRAUS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1390,Straus Consolidated,SECY,2,2,153,STRAUS CONSOLIDATED,SECY,3.0,SEC
1391,Straus Consolidated,SUPV HSG CRTKR,1,1,153,STRAUS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1392,Straus Consolidated,SUPV HSG GDKPR,1,1,153,STRAUS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1393,Stuyvesant Gardens Consolidated,AST RES BLDG SP,1,1,221,STUYVESANT GARDENS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1394,Stuyvesant Gardens Consolidated,CARETAKER HA,11,9,221,STUYVESANT GARDENS CONSOLIDATED,CARETAKER HA,10.0,CTJ
1395,Stuyvesant Gardens Consolidated,CARETAKER HA_X,4,4,221,STUYVESANT GARDENS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1396,Stuyvesant Gardens Consolidated,HSG AST,2,2,221,STUYVESANT GARDENS CONSOLIDATED,HSG AST,4.0,HA
1397,Stuyvesant Gardens Consolidated,HSG MGR,1,1,221,STUYVESANT GARDENS CONSOLIDATED,HSG MGR,1.0,PM
1398,Stuyvesant Gardens Consolidated,MAINT WORKER,3,3,221,STUYVESANT GARDENS CONSOLIDATED,MAINT WORKER,9.0,MW
1399,Stuyvesant Gardens Consolidated,RES BLDG SUPT,1,1,221,STUYVESANT GARDENS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1400,Stuyvesant Gardens Consolidated,SECY,1,2,221,STUYVESANT GARDENS CONSOLIDATED,SECY,3.0,SEC
1401,Stuyvesant Gardens Consolidated,SUPV HSG CRTKR,1,1,221,STUYVESANT GARDENS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1402,Stuyvesant Gardens Consolidated,SUPV HSG GDKPR,1,1,221,STUYVESANT GARDENS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1403,Sumner Consolidated,AST HSG MGR,1,1,073,SUMNER CONSOLIDATED,AST HSG MGR,2.0,APM
1404,Sumner Consolidated,AST RES BLDG SP,1,2,073,SUMNER CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1405,Sumner Consolidated,CARETAKER HA,22,21,073,SUMNER CONSOLIDATED,CARETAKER HA,10.0,CTJ
1406,Sumner Consolidated,CARETAKER HA_G,1,1,073,SUMNER CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1407,Sumner Consolidated,CARETAKER HA_X,5,5,073,SUMNER CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1408,Sumner Consolidated,CLERICAL ASO,0,1,073,SUMNER CONSOLIDATED,CLERICAL ASO,3.0,SEC
1409,Sumner Consolidated,HSG AST,2,3,073,SUMNER CONSOLIDATED,HSG AST,4.0,HA
1410,Sumner Consolidated,HSG AST BILINGL,1,1,073,SUMNER CONSOLIDATED,HSG AST BILINGL,4.0,HA
1411,Sumner Consolidated,HSG MGR,1,1,073,SUMNER CONSOLIDATED,HSG MGR,1.0,PM
1412,Sumner Consolidated,MAINT WORKER,4,6,073,SUMNER CONSOLIDATED,MAINT WORKER,9.0,MW
1413,Sumner Consolidated,RES BLDG SUPT,0,1,073,SUMNER CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1414,Sumner Consolidated,SECY,1,1,073,SUMNER CONSOLIDATED,SECY,3.0,SEC
1415,Sumner Consolidated,SUPV HSG CRTKR,1,1,073,SUMNER CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1416,Sumner Consolidated,SUPV HSG GDKPR,1,1,073,SUMNER CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1417,Surfside Gardens Consolidated,AST HSG MGR,1,1,170,SURFSIDE GARDENS CONSOLIDATED,AST HSG MGR,2.0,APM
1418,Surfside Gardens Consolidated,AST RES BLDG SP,2,2,170,SURFSIDE GARDENS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1419,Surfside Gardens Consolidated,CARETAKER HA,14,23,170,SURFSIDE GARDENS CONSOLIDATED,CARETAKER HA,10.0,CTJ
1420,Surfside Gardens Consolidated,CARETAKER HA_G,1,1,170,SURFSIDE GARDENS CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1421,Surfside Gardens Consolidated,CARETAKER HA_X,12,3,170,SURFSIDE GARDENS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1422,Surfside Gardens Consolidated,HSG AST,4,4,170,SURFSIDE GARDENS CONSOLIDATED,HSG AST,4.0,HA
1423,Surfside Gardens Consolidated,HSG MGR,1,1,170,SURFSIDE GARDENS CONSOLIDATED,HSG MGR,1.0,PM
1424,Surfside Gardens Consolidated,MAINT WORKER,6,7,170,SURFSIDE GARDENS CONSOLIDATED,MAINT WORKER,9.0,MW
1425,Surfside Gardens Consolidated,RES BLDG SUPT,1,1,170,SURFSIDE GARDENS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1426,Surfside Gardens Consolidated,SECY,2,2,170,SURFSIDE GARDENS CONSOLIDATED,SECY,3.0,SEC
1427,Surfside Gardens Consolidated,SUPV HSG CRTKR,0,1,170,SURFSIDE GARDENS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1428,Surfside Gardens Consolidated,SUPV HSG GDKPR,1,1,170,SURFSIDE GARDENS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1429,Taft Consolidated,AST HSG MGR,1,1,097,TAFT CONSOLIDATED,AST HSG MGR,2.0,APM
1430,Taft Consolidated,AST RES BLDG SP,2,2,097,TAFT CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1431,Taft Consolidated,CARETAKER HA,22,20,097,TAFT CONSOLIDATED,CARETAKER HA,10.0,CTJ
1432,Taft Consolidated,CARETAKER HA_G,0,2,097,TAFT CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1433,Taft Consolidated,CARETAKER HA_X,5,5,097,TAFT CONSOLIDATED,CARETAKER HA_X,12.0,CTX
1434,Taft Consolidated,CLERICAL ASO,1,0,097,TAFT CONSOLIDATED,CLERICAL ASO,3.0,SEC
1435,Taft Consolidated,HSG AST,4,4,097,TAFT CONSOLIDATED,HSG AST,4.0,HA
1436,Taft Consolidated,HSG MGR,2,1,097,TAFT CONSOLIDATED,HSG MGR,1.0,PM
1437,Taft Consolidated,MAINT WORKER,9,8,097,TAFT CONSOLIDATED,MAINT WORKER,9.0,MW
1438,Taft Consolidated,RES BLDG SUPT,1,1,097,TAFT CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
1439,Taft Consolidated,SECY,1,2,097,TAFT CONSOLIDATED,SECY,3.0,SEC
1440,Taft Consolidated,SUPV HSG CRTKR,1,1,097,TAFT CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
1441,Taft Consolidated,SUPV HSG GDKPR,0,1,097,TAFT CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
1442,Taylor / Wythe Consolidation,AST RES BLDG SP,1,1,234,TAYLOR -WYTHE  CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
1443,Taylor / Wythe Consolidation,CARETAKER HA,14,7,234,TAYLOR -WYTHE  CONSOLIDATED,CARETAKER HA,10.0,CTJ
1444,Taylor / Wythe Consolidation,CARETAKER HA_G,2,1,234,TAYLOR -WYTHE  CONSOLIDATED,CARETAKER HA_G,13.0,CTG
1445,Taylor / Wythe Consolidation,CARETAKER HA_X,2,3,234,TAYLOR -WYTHE  CONSOLIDATED,CARETAKER HA_X,12.0,CTX
