,CONS,ROLE,ACTUAL,BUDGETED,CONS_TDS,CONS_NAME,TITLE_NAME,CODE_KEY,CODE_NAME
730,Lafayette,RES BLDG SUPT,1,1,122,LAFAYETTE,RES BLDG SUPT,5.0,SUPER
731,Lafayette,SECY,2,2,122,LAFAYETTE,SECY,3.0,SEC
732,Lafayette,SUPV HSG CRTKR,1,1,122,LAFAYETTE,SUPV HSG CRTKR,7.0,SOC
733,Lafayette,SUPV HSG GDKPR,1,1,122,LAFAYETTE,SUPV HSG GDKPR,8.0,SOG
734,Latimer Gardens Consolidated,AST RES BLDG SP,1,1,186,LATIMER GARDENS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
735,Latimer Gardens Consolidated,CARETAKER HA,14,14,186,LATIMER GARDENS CONSOLIDATED,CARETAKER HA,10.0,CTJ
736,Latimer Gardens Consolidated,CARETAKER HA_G,2,1,186,LATIMER GARDENS CONSOLIDATED,CARETAKER HA_G,13.0,CTG
737,Latimer Gardens Consolidated,CARETAKER HA_X,3,3,186,LATIMER GARDENS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
738,Latimer Gardens Consolidated,HSG AST,2,2,186,LATIMER GARDENS CONSOLIDATED,HSG AST,4.0,HA
739,Latimer Gardens Consolidated,HSG MGR,1,1,186,LATIMER GARDENS CONSOLIDATED,HSG MGR,1.0,PM
740,Latimer Gardens Consolidated,MAINT WORKER,4,4,186,LATIMER GARDENS CONSOLIDATED,MAINT WORKER,9.0,MW
741,Latimer Gardens Consolidated,RES BLDG SUPT,1,1,186,LATIMER GARDENS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
742,Latimer Gardens Consolidated,SECY,2,2,186,LATIMER GARDENS CONSOLIDATED,SECY,3.0,SEC
743,Latimer Gardens Consolidated,SUPV HSG CRTKR,1,1,186,LATIMER GARDENS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
744,Latimer Gardens Consolidated,SUPV HSG GDKPR,1,1,186,LATIMER GARDENS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
745,Lehman,AST RES BLDG SP,1,1,101,LEHMAN VILLAGE,AST RES BLDG SP,6.0,ASUPER
746,Lehman,CARETAKER HA,8,8,101,LEHMAN VILLAGE,CARETAKER HA,10.0,CTJ
747,Lehman,CARETAKER HA_G,1,1,101,LEHMAN VILLAGE,CARETAKER HA_G,13.0,CTG
748,Lehman,CARETAKER HA_X,4,4,101,LEHMAN VILLAGE,CARETAKER HA_X,12.0,CTX
749,Lehman,HSG AST,2,2,101,LEHMAN VILLAGE,HSG AST,4.0,HA
750,Lehman,HSG MGR,1,1,101,LEHMAN VILLAGE,HSG MGR,1.0,PM
751,Lehman,MAINT WORKER,3,3,101,LEHMAN VILLAGE,MAINT WORKER,9.0,MW
752,Lehman,RES BLDG SUPT,1,1,101,LEHMAN VILLAGE,RES BLDG SUPT,5.0,SUPER
753,Lehman,SECY,1,2,101,LEHMAN VILLAGE,SECY,3.0,SEC
754,Lehman,SUPV HSG CRTKR,1,1,101,LEHMAN VILLAGE,SUPV HSG CRTKR,7.0,SOC
755,Lehman,SUPV HSG GDKPR,1,1,101,LEHMAN VILLAGE,SUPV HSG GDKPR,8.0,SOG
756,Lincoln,AST HSG MGR,1,1,020,LINCOLN,AST HSG MGR,2.0,APM
757,Lincoln,AST RES BLDG SP,0,1,020,LINCOLN,AST RES BLDG SP,6.0,ASUPER
758,Lincoln,CARETAKER HA,14,17,020,LINCOLN,CARETAKER HA,10.0,CTJ
759,Lincoln,CARETAKER HA_X,5,6,020,LINCOLN,CARETAKER HA_X,12.0,CTX
760,Lincoln,HSG AST,3,3,020,LINCOLN,HSG AST,4.0,HA
761,Lincoln,HSG MGR,1,1,020,LINCOLN,HSG MGR,1.0,PM
762,Lincoln,MAINT WORKER,4,6,020,LINCOLN,MAINT WORKER,9.0,MW
763,Lincoln,RES BLDG SUPT,1,1,020,LINCOLN,RES BLDG SUPT,5.0,SUPER
764,Lincoln,SECY,2,2,020,LINCOLN,SECY,3.0,SEC
765,Lincoln,SUPV HSG CRTKR,1,1,020,LINCOLN,SUPV HSG CRTKR,7.0,SOC
766,Lincoln,SUPV HSG GDKPR,1,1,020,LINCOLN,SUPV HSG GDKPR,8.0,SOG
767,Lower East Side Consolidated,AST RES BLDG SP,1,1,337,LOWER EAST SIDE CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
768,Lower East Side Consolidated,CARETAKER HA,12,13,337,LOWER EAST SIDE CONSOLIDATED,CARETAKER HA,10.0,CTJ
769,Lower East Side Consolidated,CARETAKER HA_G,1,0,337,LOWER EAST SIDE CONSOLIDATED,CARETAKER HA_G,13.0,CTG
770,Lower East Side Consolidated,CARETAKER HA_X,4,4,337,LOWER EAST SIDE CONSOLIDATED,CARETAKER HA_X,12.0,CTX
771,Lower East Side Consolidated,HSG AST,2,2,337,LOWER EAST SIDE CONSOLIDATED,HSG AST,4.0,HA
772,Lower East Side Consolidated,HSG MGR,1,1,337,LOWER EAST SIDE CONSOLIDATED,HSG MGR,1.0,PM
773,Lower East Side Consolidated,MAINT WORKER,4,4,337,LOWER EAST SIDE CONSOLIDATED,MAINT WORKER,9.0,MW
774,Lower East Side Consolidated,RES BLDG SUPT,1,1,337,LOWER EAST SIDE CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
775,Lower East Side Consolidated,SECY,2,2,337,LOWER EAST SIDE CONSOLIDATED,SECY,3.0,SEC
776,Lower East Side Consolidated,SUPV HSG CRTKR,1,1,337,LOWER EAST SIDE CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
777,Lower East Side Consolidated,SUPV HSG GDKPR,1,1,337,LOWER EAST SIDE CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
778,Manhattan Borough Office,ADM HSG MGR,3,3,,NO NAME FOUND,,,
779,Manhattan Borough Office,ADM HSG SUPT,3,3,,NO NAME FOUND,,,
780,Manhattan Borough Office,ADM MANAGER-NM,0,2,,NO NAME FOUND,,,
781,Manhattan Borough Office,ADM MGR-NM,2,0,,NO NAME FOUND,ADM MGR-NM,1.0,PM
782,Manhattan Borough Office,BRICKLAYER,11,11,,NO NAME FOUND,,,
783,Manhattan Borough Office,CARETAKER HA,75,45,,NO NAME FOUND,CARETAKER HA,10.0,CTJ
784,Manhattan Borough Office,CARETAKER HA_X,1,1,,NO NAME FOUND,CARETAKER HA_X,12.0,CTX
785,Manhattan Borough Office,CARPENTER,43,47,,NO NAME FOUND,,,
786,Manhattan Borough Office,CLERICAL ASO,3,3,,NO NAME FOUND,CLERICAL ASO,3.0,SEC
787,Manhattan Borough Office,ELECTRCN HELPER,5,5,,NO NAME FOUND,,,
788,Manhattan Borough Office,ELECTRICIAN,7,8,,NO NAME FOUND,,,
789,Manhattan Borough Office,GLAZIER,3,4,,NO NAME FOUND,,,
790,Manhattan Borough Office,HSG AST,1,1,,NO NAME FOUND,HSG AST,4.0,HA
791,Manhattan Borough Office,HSG EXTRMNTR,15,23,,NO NAME FOUND,,,
792,Manhattan Borough Office,HSNG EXTR AL2,1,0,,NO NAME FOUND,,,
793,Manhattan Borough Office,HSNG EXTR AL2&3,0,1,,NO NAME FOUND,,,
794,Manhattan Borough Office,MAINT WORKER,1,0,,NO NAME FOUND,MAINT WORKER,9.0,MW
795,Manhattan Borough Office,MASONS HELPER,7,9,,NO NAME FOUND,,,
796,Manhattan Borough Office,PAINTER,19,0,,NO NAME FOUND,,,
797,Manhattan Borough Office,PLASTERER,46,44,,NO NAME FOUND,,,
798,Manhattan Borough Office,PLUMBER,15,15,,NO NAME FOUND,,,
799,Manhattan Borough Office,PLUMBERS HELPER,9,11,,NO NAME FOUND,,,
800,Manhattan Borough Office,RES BLDG SUPT,4,4,,NO NAME FOUND,RES BLDG SUPT,5.0,SUPER
801,Manhattan Borough Office,ROOFER,4,4,,NO NAME FOUND,,,
802,Manhattan Borough Office,SECY,7,7,,NO NAME FOUND,SECY,3.0,SEC
803,Manhattan Borough Office,SECY TO DEP EXE,0,1,,NO NAME FOUND,,,
804,Manhattan Borough Office,SUPV BRICKLAYER,2,2,,NO NAME FOUND,,,
805,Manhattan Borough Office,SUPV CARPENTER,3,3,,NO NAME FOUND,,,
806,Manhattan Borough Office,SUPV ELECTRCN,1,1,,NO NAME FOUND,,,
807,Manhattan Borough Office,SUPV GLAZIER,1,1,,NO NAME FOUND,,,
808,Manhattan Borough Office,SUPV PAINTER,5,0,,NO NAME FOUND,,,
809,Manhattan Borough Office,SUPV PLASTERER,7,6,,NO NAME FOUND,,,
810,Manhattan Borough Office,SUPV PLUMBER,2,2,,NO NAME FOUND,,,
811,Manhattan Borough Office,SUPV ROOFER,1,1,,NO NAME FOUND,,,
812,Manhattanville Consolidated,AST HSG MGR,1,1,081,MANHATTANVILLE CONSOLIDATED,AST HSG MGR,2.0,APM
813,Manhattanville Consolidated,AST RES BLDG SP,1,2,081,MANHATTANVILLE CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
814,Manhattanville Consolidated,CARETAKER HA,19,21,081,MANHATTANVILLE CONSOLIDATED,CARETAKER HA,10.0,CTJ
815,Manhattanville Consolidated,CARETAKER HA_G,2,1,081,MANHATTANVILLE CONSOLIDATED,CARETAKER HA_G,13.0,CTG
816,Manhattanville Consolidated,CARETAKER HA_X,1,3,081,MANHATTANVILLE CONSOLIDATED,CARETAKER HA_X,12.0,CTX
817,Manhattanville Consolidated,HSG AST,4,3,081,MANHATTANVILLE CONSOLIDATED,HSG AST,4.0,HA
818,Manhattanville Consolidated,HSG MGR,1,1,081,MANHATTANVILLE CONSOLIDATED,HSG MGR,1.0,PM
819,Manhattanville Consolidated,MAINT WORKER,5,6,081,MANHATTANVILLE CONSOLIDATED,MAINT WORKER,9.0,MW
820,Manhattanville Consolidated,RES BLDG SUPT,1,1,081,MANHATTANVILLE CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
821,Manhattanville Consolidated,SECY,1,2,081,MANHATTANVILLE CONSOLIDATED,SECY,3.0,SEC
822,Manhattanville Consolidated,SUPV HSG CRTKR,1,1,081,MANHATTANVILLE CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
823,Manhattanville Consolidated,SUPV HSG GDKPR,1,1,081,MANHATTANVILLE CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
824,Marcy,AST HSG MGR,1,1,021,MARCY,AST HSG MGR,2.0,APM
825,Marcy,AST RES BLDG SP,2,2,021,MARCY,AST RES BLDG SP,6.0,ASUPER
826,Marcy,CARETAKER HA,24,23,021,MARCY,CARETAKER HA,10.0,CTJ
827,Marcy,CARETAKER HA_G,3,2,021,MARCY,CARETAKER HA_G,13.0,CTG
828,Marcy,CARETAKER HA_X,4,5,021,MARCY,CARETAKER HA_X,12.0,CTX
829,Marcy,HSG AST,4,4,021,MARCY,HSG AST,4.0,HA
830,Marcy,HSG MGR,0,1,021,MARCY,HSG MGR,1.0,PM
831,Marcy,MAINT WORKER,7,7,021,MARCY,MAINT WORKER,9.0,MW
832,Marcy,RES BLDG SUPT,1,1,021,MARCY,RES BLDG SUPT,5.0,SUPER
833,Marcy,SECY,2,2,021,MARCY,SECY,3.0,SEC
834,Marcy,SUPV HSG CRTKR,2,2,021,MARCY,SUPV HSG CRTKR,7.0,SOC
835,Marcy,SUPV HSG GDKPR,1,1,021,MARCY,SUPV HSG GDKPR,8.0,SOG
836,Mariner's Harbor,AST RES BLDG SP,1,1,077,MARINER'S HARBOR,AST RES BLDG SP,6.0,ASUPER
837,Mariner's Harbor,CARETAKER HA,10,9,077,MARINER'S HARBOR,CARETAKER HA,10.0,CTJ
838,Mariner's Harbor,CARETAKER HA_G,2,2,077,MARINER'S HARBOR,CARETAKER HA_G,13.0,CTG
839,Mariner's Harbor,CARETAKER HA_X,3,3,077,MARINER'S HARBOR,CARETAKER HA_X,12.0,CTX
840,Mariner's Harbor,CLERICAL ASO,1,1,077,MARINER'S HARBOR,CLERICAL ASO,3.0,SEC
841,Mariner's Harbor,HSG AST,2,2,077,MARINER'S HARBOR,HSG AST,4.0,HA
842,Mariner's Harbor,HSG MGR,1,1,077,MARINER'S HARBOR,HSG MGR,1.0,PM
843,Mariner's Harbor,MAINT WORKER,3,3,077,MARINER'S HARBOR,MAINT WORKER,9.0,MW
844,Mariner's Harbor,RES BLDG SUPT,1,1,077,MARINER'S HARBOR,RES BLDG SUPT,5.0,SUPER
845,Mariner's Harbor,SECY,1,1,077,MARINER'S HARBOR,SECY,3.0,SEC
846,Mariner's Harbor,SUPV HSG CRTKR,1,1,077,MARINER'S HARBOR,SUPV HSG CRTKR,7.0,SOC
847,Mariner's Harbor,SUPV HSG GDKPR,1,1,077,MARINER'S HARBOR,SUPV HSG GDKPR,8.0,SOG
848,Melrose Consolidated,AST HSG MGR,1,1,028,MELROSE CONSOLIDATED,AST HSG MGR,2.0,APM
849,Melrose Consolidated,AST RES BLDG SP,1,1,028,MELROSE CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
850,Melrose Consolidated,CARETAKER HA,18,18,028,MELROSE CONSOLIDATED,CARETAKER HA,10.0,CTJ
851,Melrose Consolidated,CARETAKER HA_G,2,1,028,MELROSE CONSOLIDATED,CARETAKER HA_G,13.0,CTG
852,Melrose Consolidated,CARETAKER HA_X,2,3,028,MELROSE CONSOLIDATED,CARETAKER HA_X,12.0,CTX
853,Melrose Consolidated,HSG AST,3,3,028,MELROSE CONSOLIDATED,HSG AST,4.0,HA
854,Melrose Consolidated,HSG MGR,1,1,028,MELROSE CONSOLIDATED,HSG MGR,1.0,PM
855,Melrose Consolidated,MAINT WORKER,4,5,028,MELROSE CONSOLIDATED,MAINT WORKER,9.0,MW
856,Melrose Consolidated,RES BLDG SUPT,1,1,028,MELROSE CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
857,Melrose Consolidated,SECY,2,2,028,MELROSE CONSOLIDATED,SECY,3.0,SEC
858,Melrose Consolidated,SUPV HSG CRTKR,1,1,028,MELROSE CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
859,Melrose Consolidated,SUPV HSG GDKPR,1,1,028,MELROSE CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
860,Mill Brook Consolidated,AST HSG MGR,1,1,084,MILL BROOK CONSOLIDATED,AST HSG MGR,2.0,APM
861,Mill Brook Consolidated,AST RES BLDG SP,2,2,084,MILL BROOK CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
862,Mill Brook Consolidated,CARETAKER HA,22,21,084,MILL BROOK CONSOLIDATED,CARETAKER HA,10.0,CTJ
863,Mill Brook Consolidated,CARETAKER HA_G,0,1,084,MILL BROOK CONSOLIDATED,CARETAKER HA_G,13.0,CTG
864,Mill Brook Consolidated,CARETAKER HA_X,3,3,084,MILL BROOK CONSOLIDATED,CARETAKER HA_X,12.0,CTX
865,Mill Brook Consolidated,CLERICAL ASO,1,1,084,MILL BROOK CONSOLIDATED,CLERICAL ASO,3.0,SEC
866,Mill Brook Consolidated,HSG AST,3,3,084,MILL BROOK CONSOLIDATED,HSG AST,4.0,HA
867,Mill Brook Consolidated,HSG MGR,0,1,084,MILL BROOK CONSOLIDATED,HSG MGR,1.0,PM
868,Mill Brook Consolidated,MAINT WORKER,5,6,084,MILL BROOK CONSOLIDATED,MAINT WORKER,9.0,MW
869,Mill Brook Consolidated,RES BLDG SUPT,1,1,084,MILL BROOK CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
870,Mill Brook Consolidated,SECY,1,1,084,MILL BROOK CONSOLIDATED,SECY,3.0,SEC
871,Mill Brook Consolidated,SUPV HSG CRTKR,2,2,084,MILL BROOK CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
872,Mill Brook Consolidated,SUPV HSG GDKPR,1,1,084,MILL BROOK CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
873,Mitchel Consolidated,AST HSG MGR,1,1,145,MITCHEL CONSOLIDATED,AST HSG MGR,2.0,APM
874,Mitchel Consolidated,AST RES BLDG SP,1,2,145,MITCHEL CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
875,Mitchel Consolidated,CARETAKER HA,24,25,145,MITCHEL CONSOLIDATED,CARETAKER HA,10.0,CTJ
876,Mitchel Consolidated,CARETAKER HA_G,1,2,145,MITCHEL CONSOLIDATED,CARETAKER HA_G,13.0,CTG
877,Mitchel Consolidated,CARETAKER HA_X,2,3,145,MITCHEL CONSOLIDATED,CARETAKER HA_X,12.0,CTX
878,Mitchel Consolidated,CHIEF CARETAKER,1,0,145,MITCHEL CONSOLIDATED,CHIEF CARETAKER,12.0,CTX
879,Mitchel Consolidated,CLERICAL ASO,1,1,145,MITCHEL CONSOLIDATED,CLERICAL ASO,3.0,SEC
880,Mitchel Consolidated,HSG AST,3,4,145,MITCHEL CONSOLIDATED,HSG AST,4.0,HA
881,Mitchel Consolidated,HSG MGR,1,1,145,MITCHEL CONSOLIDATED,HSG MGR,1.0,PM
882,Mitchel Consolidated,MAINT WORKER,7,8,145,MITCHEL CONSOLIDATED,MAINT WORKER,9.0,MW
883,Mitchel Consolidated,RES BLDG SUPT,1,1,145,MITCHEL CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
884,Mitchel Consolidated,SECY,1,1,145,MITCHEL CONSOLIDATED,SECY,3.0,SEC
885,Mitchel Consolidated,SUPV HSG CRTKR,2,2,145,MITCHEL CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
886,Mitchel Consolidated,SUPV HSG GDKPR,1,1,145,MITCHEL CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
887,Monroe,AST HSG MGR,1,1,088,MONROE,AST HSG MGR,2.0,APM
888,Monroe,AST RES BLDG SP,1,1,088,MONROE,AST RES BLDG SP,6.0,ASUPER
889,Monroe,CARETAKER HA,15,13,088,MONROE,CARETAKER HA,10.0,CTJ
890,Monroe,CARETAKER HA_G,1,1,088,MONROE,CARETAKER HA_G,13.0,CTG
891,Monroe,CARETAKER HA_X,6,6,088,MONROE,CARETAKER HA_X,12.0,CTX
892,Monroe,HSG AST,3,3,088,MONROE,HSG AST,4.0,HA
893,Monroe,HSG MGR,1,1,088,MONROE,HSG MGR,1.0,PM
894,Monroe,MAINT WORKER,5,5,088,MONROE,MAINT WORKER,9.0,MW
895,Monroe,RES BLDG SUPT,1,1,088,MONROE,RES BLDG SUPT,5.0,SUPER
896,Monroe,SECY,2,2,088,MONROE,SECY,3.0,SEC
897,Monroe,SUPV HSG CRTKR,1,1,088,MONROE,SUPV HSG CRTKR,7.0,SOC
898,Monroe,SUPV HSG GDKPR,1,1,088,MONROE,SUPV HSG GDKPR,8.0,SOG
899,Morris Consolidated,AST HSG MGR,2,2,102,MORRIS CONSOLIDATED,AST HSG MGR,2.0,APM
900,Morris Consolidated,AST RES BLDG SP,1,2,102,MORRIS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
901,Morris Consolidated,CARETAKER HA,27,24,102,MORRIS CONSOLIDATED,CARETAKER HA,10.0,CTJ
902,Morris Consolidated,CARETAKER HA_G,0,1,102,MORRIS CONSOLIDATED,CARETAKER HA_G,13.0,CTG
903,Morris Consolidated,CARETAKER HA_X,5,6,102,MORRIS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
904,Morris Consolidated,HSG AST,5,5,102,MORRIS CONSOLIDATED,HSG AST,4.0,HA
905,Morris Consolidated,HSG MGR,0,1,102,MORRIS CONSOLIDATED,HSG MGR,1.0,PM
906,Morris Consolidated,MAINT WORKER,8,8,102,MORRIS CONSOLIDATED,MAINT WORKER,9.0,MW
907,Morris Consolidated,RES BLDG SUPT,1,1,102,MORRIS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
908,Morris Consolidated,SECY,1,2,102,MORRIS CONSOLIDATED,SECY,3.0,SEC
909,Morris Consolidated,SUPV HSG CRTKR,2,2,102,MORRIS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
910,Morris Consolidated,SUPV HSG GDKPR,1,1,102,MORRIS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
911,Morrisania Consolidated,AST HSG MGR,1,1,267,MORRISANIA AIR RIGHTS CONSOLIDATED,AST HSG MGR,2.0,APM
912,Morrisania Consolidated,AST RES BLDG SP,2,2,267,MORRISANIA AIR RIGHTS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
913,Morrisania Consolidated,CARETAKER HA,23,25,267,MORRISANIA AIR RIGHTS CONSOLIDATED,CARETAKER HA,10.0,CTJ
914,Morrisania Consolidated,CARETAKER HA_G,0,1,267,MORRISANIA AIR RIGHTS CONSOLIDATED,CARETAKER HA_G,13.0,CTG
915,Morrisania Consolidated,CARETAKER HA_X,3,4,267,MORRISANIA AIR RIGHTS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
916,Morrisania Consolidated,HSG AST,5,4,267,MORRISANIA AIR RIGHTS CONSOLIDATED,HSG AST,4.0,HA
917,Morrisania Consolidated,HSG MGR,1,1,267,MORRISANIA AIR RIGHTS CONSOLIDATED,HSG MGR,1.0,PM
918,Morrisania Consolidated,MAINT WORKER,7,7,267,MORRISANIA AIR RIGHTS CONSOLIDATED,MAINT WORKER,9.0,MW
919,Morrisania Consolidated,RES BLDG SUPT,1,1,267,MORRISANIA AIR RIGHTS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
920,Morrisania Consolidated,SECY,1,2,267,MORRISANIA AIR RIGHTS CONSOLIDATED,SECY,3.0,SEC
921,Morrisania Consolidated,SUPV HSG CRTKR,2,2,267,MORRISANIA AIR RIGHTS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
922,Morrisania Consolidated,SUPV HSG GDKPR,1,1,267,MORRISANIA AIR RIGHTS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
923,Mott Haven,AST RES BLDG SP,1,1,121,MOTT HAVEN,AST RES BLDG SP,6.0,ASUPER
924,Mott Haven,CARETAKER HA,17,15,121,MOTT HAVEN,CARETAKER HA,10.0,CTJ
925,Mott Haven,CARETAKER HA_G,0,1,121,MOTT HAVEN,CARETAKER HA_G,13.0,CTG
926,Mott Haven,CARETAKER HA_X,3,3,121,MOTT HAVEN,CARETAKER HA_X,12.0,CTX
927,Mott Haven,HSG AST,2,2,121,MOTT HAVEN,HSG AST,4.0,HA
928,Mott Haven,HSG MGR,1,1,121,MOTT HAVEN,HSG MGR,1.0,PM
929,Mott Haven,MAINT WORKER,5,4,121,MOTT HAVEN,MAINT WORKER,9.0,MW
930,Mott Haven,RES BLDG SUPT,1,1,121,MOTT HAVEN,RES BLDG SUPT,5.0,SUPER
931,Mott Haven,SECY,2,2,121,MOTT HAVEN,SECY,3.0,SEC
932,Mott Haven,SUPV HSG CRTKR,1,1,121,MOTT HAVEN,SUPV HSG CRTKR,7.0,SOC
933,Mott Haven,SUPV HSG GDKPR,1,1,121,MOTT HAVEN,SUPV HSG GDKPR,8.0,SOG
934,Murphy Consolidated,AST RES BLDG SP,1,1,180,1010 EAST 178TH STREET,AST RES BLDG SP,6.0,ASUPER
935,Murphy Consolidated,CARETAKER HA,10,9,180,1010 EAST 178TH STREET,CARETAKER HA,10.0,CTJ
936,Murphy Consolidated,CARETAKER HA_G,1,1,180,1010 EAST 178TH STREET,CARETAKER HA_G,13.0,CTG
937,Murphy Consolidated,CARETAKER HA_X,2,5,180,1010 EAST 178TH STREET,CARETAKER HA_X,12.0,CTX
938,Murphy Consolidated,CHIEF CARETAKER,1,1,180,1010 EAST 178TH STREET,CHIEF CARETAKER,12.0,CTX
939,Murphy Consolidated,HSG AST,1,2,180,1010 EAST 178TH STREET,HSG AST,4.0,HA
940,Murphy Consolidated,HSG MGR,1,1,180,1010 EAST 178TH STREET,HSG MGR,1.0,PM
941,Murphy Consolidated,MAINT WORKER,3,3,180,1010 EAST 178TH STREET,MAINT WORKER,9.0,MW
942,Murphy Consolidated,RES BLDG SUPT,1,1,180,1010 EAST 178TH STREET,RES BLDG SUPT,5.0,SUPER
943,Murphy Consolidated,SECY,2,2,180,1010 EAST 178TH STREET,SECY,3.0,SEC
944,Murphy Consolidated,SUPV HSG CRTKR,1,1,180,1010 EAST 178TH STREET,SUPV HSG CRTKR,7.0,SOC
945,Murphy Consolidated,SUPV HSG GDKPR,1,1,180,1010 EAST 178TH STREET,SUPV HSG GDKPR,8.0,SOG
946,O'dwyer Gardens Consolidated,AST HSG MGR,1,1,172,O'DWYER GARDENS CONSOLIDATED,AST HSG MGR,2.0,APM
947,O'dwyer Gardens Consolidated,AST RES BLDG SP,2,2,172,O'DWYER GARDENS CONSOLIDATED,AST RES BLDG SP,6.0,ASUPER
948,O'dwyer Gardens Consolidated,CARETAKER HA,16,19,172,O'DWYER GARDENS CONSOLIDATED,CARETAKER HA,10.0,CTJ
949,O'dwyer Gardens Consolidated,CARETAKER HA_G,1,1,172,O'DWYER GARDENS CONSOLIDATED,CARETAKER HA_G,13.0,CTG
950,O'dwyer Gardens Consolidated,CARETAKER HA_X,6,5,172,O'DWYER GARDENS CONSOLIDATED,CARETAKER HA_X,12.0,CTX
951,O'dwyer Gardens Consolidated,CITY ATTENDANT,1,1,172,O'DWYER GARDENS CONSOLIDATED,CITY ATTENDANT,3.0,SEC
952,O'dwyer Gardens Consolidated,HSG AST,3,3,172,O'DWYER GARDENS CONSOLIDATED,HSG AST,4.0,HA
953,O'dwyer Gardens Consolidated,HSG MGR,1,1,172,O'DWYER GARDENS CONSOLIDATED,HSG MGR,1.0,PM
954,O'dwyer Gardens Consolidated,MAINT WORKER,5,6,172,O'DWYER GARDENS CONSOLIDATED,MAINT WORKER,9.0,MW
955,O'dwyer Gardens Consolidated,RES BLDG SUPT,1,1,172,O'DWYER GARDENS CONSOLIDATED,RES BLDG SUPT,5.0,SUPER
956,O'dwyer Gardens Consolidated,SECY,1,1,172,O'DWYER GARDENS CONSOLIDATED,SECY,3.0,SEC
957,O'dwyer Gardens Consolidated,SUPV HSG CRTKR,1,1,172,O'DWYER GARDENS CONSOLIDATED,SUPV HSG CRTKR,7.0,SOC
958,O'dwyer Gardens Consolidated,SUPV HSG GDKPR,1,1,172,O'DWYER GARDENS CONSOLIDATED,SUPV HSG GDKPR,8.0,SOG
959,OPMOM - Trades,ADM HSG MGR,3,3,,NO NAME FOUND,,,
960,OPMOM - Trades,ADM HSG SUPT,2,2,,NO NAME FOUND,,,
961,OPMOM - Trades,BRICKLAYER,7,6,,NO NAME FOUND,,,
962,OPMOM - Trades,CARETAKER HA,40,27,,NO NAME FOUND,CARETAKER HA,10.0,CTJ
963,OPMOM - Trades,CARETAKER HA_X,1,1,,NO NAME FOUND,CARETAKER HA_X,12.0,CTX
964,OPMOM - Trades,CARPENTER,28,28,,NO NAME FOUND,,,
965,OPMOM - Trades,CLERICAL ASO,1,1,,NO NAME FOUND,CLERICAL ASO,3.0,SEC
966,OPMOM - Trades,CTY PEST CONT A,0,3,,NO NAME FOUND,,,
967,OPMOM - Trades,DIR MGMT,1,1,,NO NAME FOUND,,,
968,OPMOM - Trades,ELECTRCN HELPER,4,3,,NO NAME FOUND,,,
969,OPMOM - Trades,ELECTRICIAN,5,5,,NO NAME FOUND,,,
970,OPMOM - Trades,GLAZIER,2,1,,NO NAME FOUND,,,
971,OPMOM - Trades,HSG EXTRMNTR,8,11,,NO NAME FOUND,,,
972,OPMOM - Trades,HSNG EXTR AL2,1,0,,NO NAME FOUND,,,
973,OPMOM - Trades,HSNG EXTR AL2&3,0,1,,NO NAME FOUND,,,
974,OPMOM - Trades,MASONS HELPER,6,6,,NO NAME FOUND,,,
975,OPMOM - Trades,PAINTER,16,0,,NO NAME FOUND,,,
976,OPMOM - Trades,PLASTERER,31,27,,NO NAME FOUND,,,
977,OPMOM - Trades,PLUMBER,8,9,,NO NAME FOUND,,,
